Database_Name,Max_Temperature,Time_of_Max_Temperature,Number_of_Detections
C:\SG_Devices_DBs\SG9\2025-05-18_Galshan.db,54.20000076293945,2025.05.18_07.43.26,54
C:\SG_Devices_DBs\SG9\2025-05-19_Galshan.db,34.70000076293945,2025.05.19_23.39.42,15
C:\SG_Devices_DBs\SG9\2025-05-20_Galshan.db,42.29999923706055,2025.05.20_14.18.25,38
C:\SG_Devices_DBs\SG9\2025-05-21_Galshan.db,34.20000076293945,2025.05.21_08.53.33,0
C:\SG_Devices_DBs\SG9\2025-05-22_Galshan.db,25.799999237060547,2025.05.22_13.07.22,0
C:\SG_Devices_DBs\SG9\2025-06-26_Galshan.db,46.900001525878906,2025.06.26_16.28.44,0
C:\SG_Devices_DBs\SG9\2025-06-27_Galshan.db,47.70000076293945,2025.06.27_19.52.53,0
C:\SG_Devices_DBs\SG9\2025-06-29_Galshan.db,55.20000076293945,2025.06.29_15.37.25,1
C:\SG_Devices_DBs\SG9\2025-06-30_Galshan.db,46.20000076293945,2025.06.30_09.02.46,2
C:\SG_Devices_DBs\SG9\2025-07-01_Galshan.db,54.70000076293945,2025.07.01_09.21.19,1
C:\SG_Devices_DBs\SG9\2025-07-09_Galshan.db,47.29999923706055,2025.07.09_23.20.28,0
C:\SG_Devices_DBs\SG9\2025-07-10_Galshan.db,53.79999923706055,2025.07.10_08.02.56,3
C:\SG_Devices_DBs\SG9\2025-07-11_Galshan.db,48.400001525878906,2025.07.11_10.15.31,0
C:\SG_Devices_DBs\SG9\2025-07-13_Galshan.db,47.20000076293945,2025.07.13_13.56.43,1
C:\SG_Devices_DBs\SG9\2025-07-14_Galshan.db,46.70000076293945,2025.07.14_12.07.19,0
C:\SG_Devices_DBs\SG9\2025-07-15_Galshan.db,48.400001525878906,2025.07.15_10.31.23,0
C:\SG_Devices_DBs\SG9\2025-07-16_Galshan.db,53.70000076293945,2025.07.16_20.35.22,0
C:\SG_Devices_DBs\SG9\2025-07-17_Galshan.db,54.70000076293945,2025.07.17_07.31.33,0
C:\SG_Devices_DBs\SG9\2025-07-18_Galshan.db,49.20000076293945,2025.07.18_16.15.44,1
C:\SG_Devices_DBs\SG9\2025-07-19_Galshan.db,53.0,2025.07.19_09.36.48,3
C:\SG_Devices_DBs\SG9\2025-07-20_Galshan.db,49.900001525878906,2025.07.20_10.28.45,0
C:\SG_Devices_DBs\SG9\2025-07-21_Galshan.db,52.70000076293945,2025.07.21_23.57.48,0
C:\SG_Devices_DBs\SG9\2025-07-22_Galshan.db,54.5,2025.07.22_20.27.09,2
C:\SG_Devices_DBs\SG9\2025-07-23_Galshan.db,54.599998474121094,2025.07.23_21.32.19,2
C:\SG_Devices_DBs\SG9\2025-07-24_Galshan.db,54.79999923706055,2025.07.24_11.02.21,0
C:\SG_Devices_DBs\SG9\2025-07-25_Galshan.db,48.599998474121094,2025.07.25_14.23.24,1
C:\SG_Devices_DBs\SG9\2025-07-26_Galshan.db,44.900001525878906,2025.07.26_01.09.01,0
C:\SG_Devices_DBs\SG9\2025-07-27_Galshan.db,54.599998474121094,2025.07.27_18.27.30,0
C:\SG_Devices_DBs\SG9\2025-07-28_Galshan.db,49.20000076293945,2025.07.28_21.51.10,1
C:\SG_Devices_DBs\SG9\2025-07-29_Galshan.db,50.099998474121094,2025.07.29_11.45.56,1
C:\SG_Devices_DBs\SG9\2025-07-31_Galshan.db,45.70000076293945,2025.07.31_22.04.43,1
C:\SG_Devices_DBs\SG9\2025-08-01_Galshan.db,49.79999923706055,2025.08.01_14.11.33,5
C:\SG_Devices_DBs\SG9\2025-08-04_Galshan.db,47.5,2025.08.04_14.19.02,0
C:\SG_Devices_DBs\SG9\2025-08-05_Galshan.db,33.900001525878906,2025.08.05_19.08.38,0
C:\SG_Devices_DBs\SG9\2025-08-06_Galshan.db,44.400001525878906,2025.08.06_23.56.40,1
C:\SG_Devices_DBs\SG9\2025-08-07_Galshan.db,47.5,2025.08.07_13.43.30,1
C:\SG_Devices_DBs\SG9\2025-08-08_Galshan.db,48.599998474121094,2025.08.08_08.19.01,2
C:\SG_Devices_DBs\SG9\2025-08-18_Galshan.db,29.100000381469727,2025.08.18_19.21.59,0
C:\SG_Devices_DBs\SG9\2025-08-20_Galshan.db,48.400001525878906,2025.08.20_09.41.18,1
C:\SG_Devices_DBs\SG9\2025-08-21_Galshan.db,46.79999923706055,2025.08.21_09.29.39,1
C:\SG_Devices_DBs\SG9\2025-08-22_Galshan.db,49.5,2025.08.22_10.44.36,1
C:\SG_Devices_DBs\SG9\2025-08-23_Galshan.db,49.0,2025.08.23_11.33.21,3
C:\SG_Devices_DBs\SG9\2025-08-24_Galshan.db,47.20000076293945,2025.08.24_10.40.02,2
C:\SG_Devices_DBs\SG9\2025-08-25_Galshan.db,47.79999923706055,2025.08.25_11.55.59,0
C:\SG_Devices_DBs\SG9\2025-08-26_Galshan.db,45.79999923706055,2025.08.26_16.39.50,0
C:\SG_Devices_DBs\SG9\2025-08-28_Galshan.db,45.29999923706055,2025.08.28_22.38.09,1
C:\SG_Devices_DBs\SG9\2025-08-29_Galshan.db,50.0,2025.08.29_10.14.29,1
C:\SG_Devices_DBs\SG9\2025-08-31_Galshan.db,45.79999923706055,2025.08.31_15.28.22,1
C:\SG_Devices_DBs\SG9\2025-09-01_Galshan.db,47.599998474121094,2025.09.01_11.40.56,1
C:\SG_Devices_DBs\SG9\2025-09-02_Galshan.db,46.70000076293945,2025.09.02_14.31.55,0
C:\SG_Devices_DBs\SG9\2025-09-03_Galshan.db,47.099998474121094,2025.09.03_13.20.14,0
C:\SG_Devices_DBs\SG9\2025-09-04_Galshan.db,47.900001525878906,2025.09.04_10.50.49,1
C:\SG_Devices_DBs\SG9\2025-09-05_Galshan.db,45.400001525878906,2025.09.05_14.10.41,0
C:\SG_Devices_DBs\SG9\2025-09-07_Galshan.db,43.79999923706055,2025.09.07_15.29.51,0
C:\SG_Devices_DBs\SG9\2025-09-08_Galshan.db,46.29999923706055,2025.09.08_13.00.28,1
C:\SG_Devices_DBs\SG9\2025-09-09_Galshan.db,48.5,2025.09.09_10.31.05,2
C:\SG_Devices_DBs\SG9\2025-09-10_Galshan.db,47.5,2025.09.10_10.49.45,2
C:\SG_Devices_DBs\SG9\2025-09-11_Galshan.db,47.900001525878906,2025.09.11_09.44.22,2
C:\SG_Devices_DBs\SG9\2025-09-12_Galshan.db,48.099998474121094,2025.09.12_10.35.01,0
C:\SG_Devices_DBs\SG9\2025-09-13_Galshan.db,49.0,2025.09.13_10.17.39,2
C:\SG_Devices_DBs\SG9\2025-09-14_Galshan.db,49.29999923706055,2025.09.14_22.42.54,1
C:\SG_Devices_DBs\SG9\2025-09-15_Galshan.db,51.099998474121094,2025.09.15_03.19.10,1
C:\SG_Devices_DBs\SG9\2025-09-16_Galshan.db,37.599998474121094,2025.09.16_10.14.48,0
C:\SG_Devices_DBs\SG9\2025-09-29_Galshan.db,45.20000076293945,2025.09.29_18.47.29,0
C:\SG_Devices_DBs\SG9\2025-09-30_Galshan.db,52.70000076293945,2025.09.30_15.13.55,0
C:\SG_Devices_DBs\SG9\2025-10-15_Galshan.db,45.099998474121094,2025.10.15_18.34.02,1
C:\SG_Devices_DBs\SG9\2025-10-16_Galshan.db,50.900001525878906,2025.10.16_11.38.54,0
C:\SG_Devices_DBs\SG9\2025-10-19_Galshan.db,48.20000076293945,2025.10.19_11.44.22,0
C:\SG_Devices_DBs\SG9\2025-10-20_Galshan.db,49.099998474121094,2025.10.20_11.12.25,0
C:\SG_Devices_DBs\SG9\2025-10-21_Galshan.db,51.29999923706055,2025.10.21_12.22.53,1
C:\SG_Devices_DBs\SG9\2025-10-23_Galshan.db,54.5,2025.10.23_11.53.07,0
C:\SG_Devices_DBs\SG9\2025-10-24_Galshan.db,53.20000076293945,2025.10.24_14.05.24,3
C:\SG_Devices_DBs\SG9\2025-10-26_Galshan.db,51.20000076293945,2025.10.26_10.03.12,0
C:\SG_Devices_DBs\SG9\2025-10-27_Galshan.db,54.20000076293945,2025.10.27_10.36.37,0
C:\SG_Devices_DBs\SG9\2025-10-28_Galshan.db,47.400001525878906,2025.10.28_11.11.10,0
C:\SG_Devices_DBs\SG9\2025-10-29_Galshan.db,46.29999923706055,2025.10.29_09.10.08,1
C:\SG_Devices_DBs\SG9\2025-10-30_Galshan.db,32.0,2025.10.30_12.49.13,0
C:\SG_Devices_DBs\SG9\2025-11-02_Galshan.db,52.29999923706055,2025.11.02_13.12.32,1
C:\SG_Devices_DBs\SG9\2025-11-04_Galshan.db,53.79999923706055,2025.11.04_10.58.33,2
C:\SG_Devices_DBs\SG9\2025-11-05_Galshan.db,49.79999923706055,2025.11.05_09.09.55,0
C:\SG_Devices_DBs\SG9\2025-12-03_Galshan.db,46.400001525878906,2025.12.03_22.30.21,0
C:\SG_Devices_DBs\SG9\2025-12-04_Galshan.db,47.70000076293945,2025.12.04_05.14.55,0
C:\SG_Devices_DBs\SG9\2025-12-07_Galshan.db,42.70000076293945,2025.12.07_10.18.01,0
C:\SG_Devices_DBs\SG9\2025-12-08_Galshan.db,49.29999923706055,2025.12.08_13.18.20,0
C:\SG_Devices_DBs\SG9\2025-12-09_Galshan.db,48.099998474121094,2025.12.09_08.55.22,1
C:\SG_Devices_DBs\SG21\2025-03-19_Galshan.db,22.5,2025.03.19_16.27.17,1
C:\SG_Devices_DBs\SG21\2025-03-20_Galshan.db,17.0,2025.03.20_00.59.14,1
C:\SG_Devices_DBs\SG21\2025-03-21_Galshan.db,22.399999618530273,2025.03.21_08.38.35,6
C:\SG_Devices_DBs\SG21\2025-03-22_Galshan.db,25.200000762939453,2025.03.22_12.33.23,14
C:\SG_Devices_DBs\SG21\2025-03-23_Galshan.db,22.700000762939453,2025.03.23_12.51.18,3
C:\SG_Devices_DBs\SG21\2025-03-24_Galshan.db,32.0,2025.03.24_10.27.36,2
C:\SG_Devices_DBs\SG21\2025-03-25_Galshan.db,37.400001525878906,2025.03.25_09.47.48,5
C:\SG_Devices_DBs\SG21\2025-03-26_Galshan.db,41.099998474121094,2025.03.26_09.24.27,2
C:\SG_Devices_DBs\SG21\2025-03-27_Galshan.db,44.79999923706055,2025.03.27_15.25.17,11
C:\SG_Devices_DBs\SG21\2025-03-28_Galshan.db,43.900001525878906,2025.03.28_16.16.03,2
C:\SG_Devices_DBs\SG21\2025-03-29_Galshan.db,30.899999618530273,2025.03.29_14.40.40,3
C:\SG_Devices_DBs\SG21\2025-03-30_Galshan.db,28.600000381469727,2025.03.30_09.47.11,1
C:\SG_Devices_DBs\SG21\2025-03-31_Galshan.db,34.0,2025.03.31_14.16.31,4
C:\SG_Devices_DBs\SG21\2025-04-01_Galshan.db,34.79999923706055,2025.04.01_18.05.16,264
C:\SG_Devices_DBs\SG21\2025-04-02_Galshan.db,35.20000076293945,2025.04.02_09.05.40,378
C:\SG_Devices_DBs\SG21\2025-04-23_Galshan.db,32.400001525878906,2025.04.23_17.07.36,0
C:\SG_Devices_DBs\SG21\2025-06-24_Galshan.db,34.400001525878906,2025.06.24_13.22.15,0
C:\SG_Devices_DBs\SG21\2025-06-25_Galshan.db,47.599998474121094,2025.06.25_10.14.14,22
C:\SG_Devices_DBs\SG21\2025-06-26_Galshan.db,48.599998474121094,2025.06.26_12.12.23,7
C:\SG_Devices_DBs\SG21\2025-06-27_Galshan.db,47.5,2025.06.27_10.16.33,8
C:\SG_Devices_DBs\SG21\2025-06-28_Galshan.db,41.400001525878906,2025.06.28_15.53.33,17
C:\SG_Devices_DBs\SG21\2025-06-29_Galshan.db,49.79999923706055,2025.06.29_14.54.43,8
C:\SG_Devices_DBs\SG21\2025-06-30_Galshan.db,49.20000076293945,2025.06.30_08.20.50,5
C:\SG_Devices_DBs\SG21\2025-07-01_Galshan.db,41.0,2025.07.01_12.32.01,3
C:\SG_Devices_DBs\SG21\2025-07-02_Galshan.db,48.0,2025.07.02_07.56.53,5
C:\SG_Devices_DBs\SG21\2025-07-03_Galshan.db,47.5,2025.07.03_11.04.11,2
C:\SG_Devices_DBs\SG21\2025-07-04_Galshan.db,48.29999923706055,2025.07.04_11.22.24,4
C:\SG_Devices_DBs\SG21\2025-07-05_Galshan.db,41.70000076293945,2025.07.05_10.53.30,3
C:\SG_Devices_DBs\SG21\2025-07-06_Galshan.db,40.70000076293945,2025.07.06_15.12.50,740
C:\SG_Devices_DBs\SG21\2025-07-07_Galshan.db,48.599998474121094,2025.07.07_14.03.43,6385
C:\SG_Devices_DBs\SG21\2025-07-08_Galshan.db,48.70000076293945,2025.07.08_13.56.09,182
C:\SG_Devices_DBs\SG21\2025-07-09_Galshan.db,49.400001525878906,2025.07.09_12.56.11,7
C:\SG_Devices_DBs\SG21\2025-07-10_Galshan.db,47.599998474121094,2025.07.10_11.21.15,2
C:\SG_Devices_DBs\SG21\2025-07-11_Galshan.db,49.29999923706055,2025.07.11_10.46.48,4
C:\SG_Devices_DBs\SG21\2025-07-12_Galshan.db,43.29999923706055,2025.07.12_12.36.02,5
C:\SG_Devices_DBs\SG21\2025-07-13_Galshan.db,44.79999923706055,2025.07.13_09.00.59,5
C:\SG_Devices_DBs\SG21\2025-07-14_Galshan.db,49.099998474121094,2025.07.14_12.12.38,5
C:\SG_Devices_DBs\SG21\2025-07-15_Galshan.db,47.400001525878906,2025.07.15_17.14.13,3
C:\SG_Devices_DBs\SG21\2025-07-16_Galshan.db,49.900001525878906,2025.07.16_15.57.28,7
C:\SG_Devices_DBs\SG21\2025-07-17_Galshan.db,54.5,2025.07.17_11.23.28,1
C:\SG_Devices_DBs\SG21\2025-07-18_Galshan.db,43.29999923706055,2025.07.18_13.44.50,10
C:\SG_Devices_DBs\SG21\2025-07-19_Galshan.db,47.400001525878906,2025.07.19_10.15.47,30
C:\SG_Devices_DBs\SG21\2025-07-20_Galshan.db,47.70000076293945,2025.07.20_12.27.35,17
C:\SG_Devices_DBs\SG21\2025-07-21_Galshan.db,49.20000076293945,2025.07.21_14.28.53,59
C:\SG_Devices_DBs\SG21\2025-07-22_Galshan.db,49.0,2025.07.22_09.35.46,6
C:\SG_Devices_DBs\SG21\2025-07-23_Galshan.db,52.29999923706055,2025.07.23_13.31.09,116
C:\SG_Devices_DBs\SG21\2025-07-24_Galshan.db,50.70000076293945,2025.07.24_10.37.41,2
C:\SG_Devices_DBs\SG21\2025-07-25_Galshan.db,46.29999923706055,2025.07.25_13.11.14,0
C:\SG_Devices_DBs\SG21\2025-07-26_Galshan.db,49.5,2025.07.26_11.30.18,1
C:\SG_Devices_DBs\SG21\2025-07-27_Galshan.db,54.5,2025.07.27_16.52.56,3
C:\SG_Devices_DBs\SG21\2025-07-28_Galshan.db,53.400001525878906,2025.07.28_10.24.55,270
C:\SG_Devices_DBs\SG21\2025-07-29_Galshan.db,48.79999923706055,2025.07.29_14.10.30,136
C:\SG_Devices_DBs\SG21\2025-07-30_Galshan.db,54.29999923706055,2025.07.30_12.52.03,2
C:\SG_Devices_DBs\SG21\2025-07-31_Galshan.db,50.0,2025.07.31_11.14.33,3
C:\SG_Devices_DBs\SG21\2025-08-01_Galshan.db,48.29999923706055,2025.08.01_11.35.19,0
C:\SG_Devices_DBs\SG21\2025-08-02_Galshan.db,50.599998474121094,2025.08.02_12.42.35,6
C:\SG_Devices_DBs\SG21\2025-08-03_Galshan.db,50.5,2025.08.03_12.29.13,5
C:\SG_Devices_DBs\SG21\2025-08-04_Galshan.db,50.79999923706055,2025.08.04_11.18.50,9
C:\SG_Devices_DBs\SG21\2025-08-05_Galshan.db,47.099998474121094,2025.08.05_11.04.11,2
C:\SG_Devices_DBs\SG21\2025-08-06_Galshan.db,49.79999923706055,2025.08.06_12.33.07,17
C:\SG_Devices_DBs\SG21\2025-08-07_Galshan.db,53.0,2025.08.07_11.51.58,123
C:\SG_Devices_DBs\SG21\2025-08-08_Galshan.db,46.79999923706055,2025.08.08_11.26.05,6
C:\SG_Devices_DBs\SG21\2025-08-09_Galshan.db,54.79999923706055,2025.08.09_11.08.14,2
C:\SG_Devices_DBs\SG21\2025-08-10_Galshan.db,51.29999923706055,2025.08.10_12.31.40,99
C:\SG_Devices_DBs\SG21\2025-08-11_Galshan.db,49.70000076293945,2025.08.11_10.28.38,12
C:\SG_Devices_DBs\SG21\2025-08-12_Galshan.db,49.400001525878906,2025.08.12_13.30.04,1
C:\SG_Devices_DBs\SG21\2025-08-13_Galshan.db,54.599998474121094,2025.08.13_12.35.47,2
C:\SG_Devices_DBs\SG21\2025-08-14_Galshan.db,54.29999923706055,2025.08.14_13.58.56,3
C:\SG_Devices_DBs\SG21\2025-08-15_Galshan.db,51.79999923706055,2025.08.15_12.45.32,2
C:\SG_Devices_DBs\SG21\2025-08-16_Galshan.db,47.29999923706055,2025.08.16_11.42.46,4
C:\SG_Devices_DBs\SG21\2025-08-17_Galshan.db,45.20000076293945,2025.08.17_13.01.58,1
C:\SG_Devices_DBs\SG21\2025-08-18_Galshan.db,44.79999923706055,2025.08.18_11.39.01,25
C:\SG_Devices_DBs\SG21\2025-08-19_Galshan.db,47.0,2025.08.19_11.58.12,8
C:\SG_Devices_DBs\SG21\2025-08-20_Galshan.db,46.29999923706055,2025.08.20_11.45.25,5
C:\SG_Devices_DBs\SG21\2025-08-21_Galshan.db,48.400001525878906,2025.08.21_11.25.39,19
C:\SG_Devices_DBs\SG21\2025-08-22_Galshan.db,50.0,2025.08.22_10.35.31,17
C:\SG_Devices_DBs\SG21\2025-08-23_Galshan.db,51.900001525878906,2025.08.23_11.29.50,1
C:\SG_Devices_DBs\SG21\2025-08-24_Galshan.db,49.70000076293945,2025.08.24_13.48.26,4
C:\SG_Devices_DBs\SG21\2025-08-25_Galshan.db,48.599998474121094,2025.08.25_14.01.44,18
C:\SG_Devices_DBs\SG21\2025-08-26_Galshan.db,47.5,2025.08.26_13.14.55,25
C:\SG_Devices_DBs\SG21\2025-08-27_Galshan.db,47.70000076293945,2025.08.27_12.22.08,5
C:\SG_Devices_DBs\SG21\2025-08-28_Galshan.db,50.0,2025.08.28_11.47.22,3
C:\SG_Devices_DBs\SG21\2025-08-29_Galshan.db,46.20000076293945,2025.08.29_11.37.18,3
C:\SG_Devices_DBs\SG21\2025-08-30_Galshan.db,45.70000076293945,2025.08.30_10.56.27,2
C:\SG_Devices_DBs\SG21\2025-08-31_Galshan.db,48.400001525878906,2025.08.31_12.57.43,0
C:\SG_Devices_DBs\SG21\2025-09-01_Galshan.db,47.29999923706055,2025.09.01_11.46.50,0
C:\SG_Devices_DBs\SG21\2025-09-02_Galshan.db,47.900001525878906,2025.09.02_13.36.08,2
C:\SG_Devices_DBs\SG21\2025-09-03_Galshan.db,45.79999923706055,2025.09.03_14.59.10,80
C:\SG_Devices_DBs\SG21\2025-09-04_Galshan.db,49.0,2025.09.04_14.31.03,23
C:\SG_Devices_DBs\SG21\2025-09-05_Galshan.db,52.599998474121094,2025.09.05_12.02.13,2
C:\SG_Devices_DBs\SG21\2025-09-06_Galshan.db,36.79999923706055,2025.09.06_16.06.11,0
C:\SG_Devices_DBs\SG21\2025-09-07_Galshan.db,49.5,2025.09.07_12.54.42,4
C:\SG_Devices_DBs\SG21\2025-09-08_Galshan.db,47.70000076293945,2025.09.08_12.27.16,20
C:\SG_Devices_DBs\SG21\2025-09-09_Galshan.db,47.400001525878906,2025.09.09_09.34.23,4
C:\SG_Devices_DBs\SG21\2025-09-10_Galshan.db,47.099998474121094,2025.09.10_14.46.28,2
C:\SG_Devices_DBs\SG21\2025-09-11_Galshan.db,36.5,2025.09.11_00.04.57,0
C:\SG_Devices_DBs\SG21\2025-09-16_Galshan.db,20.799999237060547,2025.09.16_20.57.41,0
C:\SG_Devices_DBs\SG21\2025-09-17_Galshan.db,20.799999237060547,2025.09.17_22.23.54,0
C:\SG_Devices_DBs\SG21\2025-10-19_Galshan.db,37.20000076293945,2025.10.19_11.14.53,0
C:\SG_Devices_DBs\SG21\2025-10-21_Galshan.db,N/A,N/A,0
C:\SG_Devices_DBs\SG21\2025-10-27_Galshan.db,29.399999618530273,2025.10.27_23.55.14,0
C:\SG_Devices_DBs\SG21\2025-10-28_Galshan.db,49.20000076293945,2025.10.28_10.07.46,7
C:\SG_Devices_DBs\SG21\2025-10-29_Galshan.db,41.400001525878906,2025.10.29_11.56.24,2
C:\SG_Devices_DBs\SG21\2025-11-05_Galshan.db,35.400001525878906,2025.11.05_23.59.21,0
C:\SG_Devices_DBs\SG21\2025-11-06_Galshan.db,49.599998474121094,2025.11.06_12.29.59,3
C:\SG_Devices_DBs\SG21\2025-11-07_Galshan.db,43.900001525878906,2025.11.07_13.27.42,2
C:\SG_Devices_DBs\SG21\2025-11-08_Galshan.db,38.70000076293945,2025.11.08_23.15.06,2
C:\SG_Devices_DBs\SG21\2025-11-09_Galshan.db,38.099998474121094,2025.11.09_04.28.55,1
C:\SG_Devices_DBs\SG21\2025-11-10_Galshan.db,44.099998474121094,2025.11.10_14.59.37,1
C:\SG_Devices_DBs\SG21\2025-11-11_Galshan.db,46.29999923706055,2025.11.11_13.17.47,1
C:\SG_Devices_DBs\SG21\2025-11-12_Galshan.db,41.79999923706055,2025.11.12_12.24.59,17
C:\SG_Devices_DBs\SG21\2025-11-13_Galshan.db,48.70000076293945,2025.11.13_12.12.20,3
C:\SG_Devices_DBs\SG21\2025-11-14_Galshan.db,32.29999923706055,2025.11.14_00.03.54,0
C:\SG_Devices_DBs\SG21\2025-11-16_Galshan.db,42.900001525878906,2025.11.16_10.35.35,0
C:\SG_Devices_DBs\SG21\2025-11-17_Galshan.db,38.400001525878906,2025.11.17_13.16.12,3
C:\SG_Devices_DBs\SG21\2025-11-18_Galshan.db,34.5,2025.11.18_14.10.14,2
C:\SG_Devices_DBs\SG21\2025-11-19_Galshan.db,37.29999923706055,2025.11.19_14.39.23,2
C:\SG_Devices_DBs\SG21\2025-11-20_Galshan.db,43.0,2025.11.20_12.40.51,3
C:\SG_Devices_DBs\SG21\2025-11-21_Galshan.db,42.70000076293945,2025.11.21_13.09.51,7
C:\SG_Devices_DBs\SG21\2025-11-23_Galshan.db,38.099998474121094,2025.11.23_13.56.43,2
C:\SG_Devices_DBs\SG21\2025-11-24_Galshan.db,41.5,2025.11.24_13.38.35,6
C:\SG_Devices_DBs\SG21\2025-11-25_Galshan.db,42.400001525878906,2025.11.25_14.34.03,4
C:\SG_Devices_DBs\SG21\2025-11-26_Galshan.db,39.0,2025.11.26_14.30.24,2
C:\SG_Devices_DBs\SG21\2025-11-27_Galshan.db,33.900001525878906,2025.11.27_10.23.08,1579
C:\SG_Devices_DBs\SG21\2025-11-28_Galshan.db,34.400001525878906,2025.11.28_15.46.38,49
C:\SG_Devices_DBs\SG21\2025-11-29_Galshan.db,34.79999923706055,2025.11.29_22.05.52,1
C:\SG_Devices_DBs\SG21\2025-11-30_Galshan.db,35.900001525878906,2025.11.30_08.13.15,2
C:\SG_Devices_DBs\SG21\2025-12-01_Galshan.db,46.099998474121094,2025.12.01_08.55.29,6
C:\SG_Devices_DBs\SG21\2025-12-02_Galshan.db,39.900001525878906,2025.12.02_10.45.39,0
C:\SG_Devices_DBs\SG21\2025-12-03_Galshan.db,39.900001525878906,2025.12.03_12.01.58,2
C:\SG_Devices_DBs\SG21\2025-12-04_Galshan.db,34.5,2025.12.04_17.43.43,54
C:\SG_Devices_DBs\SG21\2025-12-05_Galshan.db,24.700000762939453,2025.12.05_00.02.00,1
C:\SG_Devices_DBs\SG21\2025-12-07_Galshan.db,35.5,2025.12.07_08.59.01,2
C:\SG_Devices_DBs\SG21\2025-12-08_Galshan.db,29.100000381469727,2025.12.08_14.06.34,6
C:\SG_Devices_DBs\SG21\2025-12-09_Galshan.db,31.799999237060547,2025.12.09_09.11.39,1
C:\SG_Devices_DBs\SG23\2024-11-26_Galshan.db,30.799999237060547,2024.11.26_04.13.32,0
C:\SG_Devices_DBs\SG23\2025-03-24_Galshan.db,34.5,2025.03.24_21.46.03,904
C:\SG_Devices_DBs\SG23\2025-04-01_Galshan.db,28.899999618530273,2025.04.01_17.14.49,1
C:\SG_Devices_DBs\SG23\2025-04-08_Galshan.db,33.29999923706055,2025.04.08_05.06.04,0
C:\SG_Devices_DBs\SG23\2025-04-09_Galshan.db,28.5,2025.04.09_10.14.37,45
C:\SG_Devices_DBs\SG23\2025-04-10_Galshan.db,36.70000076293945,2025.04.10_07.59.04,1082
C:\SG_Devices_DBs\SG23\2025-04-20_Galshan.db,33.29999923706055,2025.04.20_06.45.17,325
C:\SG_Devices_DBs\SG23\2025-04-24_Galshan.db,32.900001525878906,2025.04.24_04.37.04,763
C:\SG_Devices_DBs\SG23\2025-04-27_Galshan.db,35.900001525878906,2025.04.27_08.51.34,1970
C:\SG_Devices_DBs\SG23\2025-05-06_Galshan.db,N/A,N/A,0
C:\SG_Devices_DBs\SG23\2025-05-07_Galshan.db,41.5,2025.05.07_09.41.04,205
C:\SG_Devices_DBs\SG23\2025-05-08_Galshan.db,44.20000076293945,2025.05.08_12.58.16,55
C:\SG_Devices_DBs\SG23\2025-05-09_Galshan.db,48.099998474121094,2025.05.09_04.22.56,198
C:\SG_Devices_DBs\SG23\2025-05-14_Galshan.db,30.200000762939453,2025.05.14_10.27.09,31
C:\SG_Devices_DBs\SG23\2025-05-15_Galshan.db,32.900001525878906,2025.05.15_06.19.46,152
C:\SG_Devices_DBs\SG23\2025-05-16_Galshan.db,44.20000076293945,2025.05.16_09.16.32,0
C:\SG_Devices_DBs\SG23\2025-05-19_Galshan.db,39.29999923706055,2025.05.19_09.32.03,0
C:\SG_Devices_DBs\SG23\2025-05-20_Galshan.db,36.099998474121094,2025.05.20_16.39.18,4099
C:\SG_Devices_DBs\SG23\2025-05-21_Galshan.db,38.29999923706055,2025.05.21_06.39.41,20194
C:\SG_Devices_DBs\SG23\2025-05-22_Galshan.db,36.099998474121094,2025.05.22_07.50.14,7021
C:\SG_Devices_DBs\SG23\2025-05-23_Galshan.db,40.29999923706055,2025.05.23_16.19.28,368
C:\SG_Devices_DBs\SG23\2025-05-24_Galshan.db,38.400001525878906,2025.05.24_09.54.21,0
C:\SG_Devices_DBs\SG23\2025-05-25_Galshan.db,38.400001525878906,2025.05.25_13.33.26,6560
C:\SG_Devices_DBs\SG23\2025-05-26_Galshan.db,48.20000076293945,2025.05.26_12.06.52,1809
C:\SG_Devices_DBs\SG23\2025-05-27_Galshan.db,35.70000076293945,2025.05.27_08.58.57,285
C:\SG_Devices_DBs\SG23\2025-05-28_Galshan.db,37.599998474121094,2025.05.28_16.19.27,229
C:\SG_Devices_DBs\SG23\2025-05-29_Galshan.db,38.79999923706055,2025.05.29_09.01.55,1787
C:\SG_Devices_DBs\SG23\2025-05-30_Galshan.db,41.400001525878906,2025.05.30_08.26.35,114
C:\SG_Devices_DBs\SG23\2025-05-31_Galshan.db,38.900001525878906,2025.05.31_07.45.15,0
C:\SG_Devices_DBs\SG23\2025-06-01_Galshan.db,N/A,N/A,0
C:\SG_Devices_DBs\SG23\2025-06-02_Galshan.db,38.900001525878906,2025.06.02_07.48.48,4
C:\SG_Devices_DBs\SG23\2025-06-03_Galshan.db,33.599998474121094,2025.06.03_06.31.28,45
C:\SG_Devices_DBs\SG23\2025-06-04_Galshan.db,34.5,2025.06.04_23.06.02,10
C:\SG_Devices_DBs\SG23\2025-06-05_Galshan.db,42.400001525878906,2025.06.05_09.06.19,947
C:\SG_Devices_DBs\SG23\2025-06-06_Galshan.db,44.099998474121094,2025.06.06_09.31.01,262
C:\SG_Devices_DBs\SG23\2025-06-07_Galshan.db,33.900001525878906,2025.06.07_00.01.25,0
C:\SG_Devices_DBs\SG23\2025-06-08_Galshan.db,34.70000076293945,2025.06.08_22.28.56,0
